id,question_english,topic,category
HFD_RP_COM_SPC_03,"We often have interesting experiences while dining out with friends, family, or colleagues. Tell me about a particularly memorable meal you've had. Who did you eat with, which restaurant did you visit, and what kind of dishes did you enjoy?",건강식품,롤플레이
HLT_ADV_COM_Q14_01,Different generations have very different views on what it means to be healthy. What did your parents' generation think a healthy body should look like? How does that perspective compare to what your own generation believes about health and fitness today?,건강,어드밴스
HLT_ADV_COM_Q14_02,"Describe how people usually stayed in good shape when you were a child. What kinds of sports or activities did they do, and were gyms popular back then? Describe what the fitness culture was like in the past, and explain how it has changed over the years.",건강,어드밴스
HLT_ADV_COM_Q15_03,Health-related news stories are constantly making headlines. Tell me about a recent news report you saw regarding a major public health issue. Describe exactly what happened in detail and explain how your community reacted to the situation.,건강,어드밴스
HLT_ADV_COM_Q15_04,"Describe a recent notable event in your area that centered around health issues. It could be a controversy in the local medical industry, a new public smoking ban, or a fitness-related trend. Describe what happened in full detail, including how the community responded to it.",건강,어드밴스
HLT_GEN_COM_CMP_06,Our understanding of good health and how to maintain it often changes over time. How did people try to stay healthy when you were a kid? What kind of diet or exercise routine was considered ideal back then? Describe how the general perception of a healthy lifestyle has evolved compared to today.,건강,일반
HLT_GEN_COM_CMP_07,How have the typical eating habits of health-conscious people changed since you were a child? Was the standard healthy diet back then the same as it is today? Please compare the options and describe the major differences in detail.,건강,일반
HLT_GEN_COM_DESC_01,"Tell me about the typical diet of health-conscious individuals. What specific ingredients do they consume, and where do they usually purchase these nutritious items?",건강,일반
HLT_GEN_COM_DESC_02,"Tell me about a shop near your home that specializes in healthy products. What is the interior like, and what kind of atmosphere does it have?",건강,일반
HLT_GEN_COM_DESC_03,"Tell me about an individual in your life who maintains an exceptionally healthy lifestyle. What is their physical appearance like, and what are their typical health habits?",건강,일반
HLT_GEN_COM_RTN_04,Tell me about the various activities and habits you maintain to stay in good shape. What is your daily routine for taking care of your health?,건강,일반
HLT_GEN_COM_RTN_05,"What are the typical eating habits of healthy individuals in your country? Describe what they usually consume for breakfast, lunch, dinner, and snacks throughout the week.",건강,일반
HLT_GEN_COM_SPC_08,Tell me about a specific incident you experienced related to improving your health. Perhaps you tried to cook a challenging healthy recipe or started a rigorous exercise routine. Share the entire story with me from beginning to end.,건강,일반
HLT_GEN_COM_SPC_09,Tell me about a specific time when you learned a valuable lesson about maintaining good health. You might have picked it up from a fitness class or read it in a health article. Describe what you learned and how you applied it in detail.,건강,일반
HLT_GEN_COM_SPC_10,Tell me about a time when you or someone close to you tried a new activity to get healthier. It could involve taking up a new sport or drastically changing dietary habits. Explain how this lifestyle change was implemented and what the results were.,건강,일반
HLT_GEN_COM_SPC_11,"People try many different methods to stay fit, like joining a specialized cooking class or starting a gym routine. Tell me about a specific effort you made to improve your personal health. Explain why you chose that particular method and how the overall experience turned out.",건강,일반
HML_RP_COM_Q11_01,"I'd like to give you a situation and ask you to act it out. A close friend has invited you over for a special holiday meal. Call them to ask three or four questions about what time you should arrive, what side dishes you can bring, and who else is joining.",휴일식사,롤플레이
HML_RP_COM_Q12_02,"I'm sorry, but there is a problem which I'll need you to resolve. While driving to your friend's house for a holiday meal, your car breaks down on the side of the road. Call your friend, explain the stressful situation in detail, and suggest a few options for how and when you'll eventually arrive.",휴일식사,롤플레이
HML_RP_COM_SPC_03,"That's the end of the situation. Have you ever had a holiday plan completely fall apart? Perhaps you ran into travel issues or extreme weather ruined your schedule. Tell me about a holiday that didn't go as expected, what went wrong, and how you dealt with it.",휴일식사,롤플레이
HOL_ADV_COM_Q14_01,"What are some of the most widely celebrated holidays in your country? Describe what people typically do during these occasions, and explain what makes these traditions so special.",휴일,어드밴스
HOL_ADV_COM_Q15_02,"What are some of the most common issues or complaints people have when it comes to national holidays or long weekends? For instance, do they worry about travel expenses or heavy traffic? What do people typically do to try and avoid or address these problems?",휴일,어드밴스
HOL_GEN_COM_CHILD_03,"Describe for me the most memorable holiday experience you had during your childhood. Where were you celebrating, what did the festive decorations look like, and what made that specific day so unforgettable for you?",휴일,일반
HOL_GEN_COM_RTN_01,"Tell me about the most popular holidays celebrated in your country. Where do people usually gather for these occasions, and what are their typical festive routines?",휴일,일반
HOL_GEN_COM_RTN_02,"Pick one of your favorite holidays and describe the traditional ways people celebrate it. What specific activities, foods, or events are usually part of the routine?",휴일,일반
HOL_GEN_COM_SPC_04,"Tell me in detail about the most recent holiday you celebrated. Did you follow traditional customs, or did anything unexpectedly special happen? Explain exactly how you spent the day and who you were with.",휴일,일반
HSG_ADV_SEL_Q14_01,I would now like to talk about where you live. Compare how you handle maintenance problems in your home now to how your parents or friends solve issues in their own houses. What are the main similarities and differences in your approaches?,집,어드밴스
HSG_ADV_SEL_Q14_02,I would like to now talk about where you live. How has the architectural style of homes changed over the past five to ten years in your area? Are the houses or apartments being built today noticeably different from those built a decade ago? What specific developments have you noticed?,집,어드밴스
HSG_ADV_SEL_Q15_03,"What are some of the major problems most people face when renting a house or an apartment? How do tenants typically deal with these issues, and how do these housing concerns affect where or how people choose to live?",집,어드밴스
HSG_ADV_SEL_Q15_04,"Sometimes, issues like an oversupply of new homes or a severe housing shortage can create a huge controversy in a community. Think of a time when a housing-related issue made the news in your area. What exactly was the problem, and why was everyone talking about it?",집,어드밴스
HSG_GEN_SEL_CHILD_06,Tell me about the house or apartment where you spent your childhood. What did your home and the surrounding neighborhood look like back then? Please explain how the area has changed over the years.,집,일반
HSG_GEN_SEL_CMP_05,Describe the house or apartment you lived in when you were a child. How was that home different from the place you are living in today? What are the biggest similarities and differences?,집,일반
HSG_GEN_SEL_DESC_01,"I would like to now talk about where you live. Can you describe your current home for me? What do the inside and outside look like, and how many rooms are there in total? Please provide as many details as possible.",집,일반
HSG_GEN_SEL_DESC_02,"I would like to now talk about where you live. Tell me about the room you enjoy spending the most time in. What does the interior look like, and what makes it your absolute favorite space?",집,일반
HSG_GEN_SEL_RTN_03,"What is your typical daily routine when you are at home? Describe the activities you usually do during the weekdays, and explain how your weekend routine is different.",집,일반
HSG_GEN_SEL_RTN_04,Tell me what kinds of chores you handle to keep your living space neat and cozy. What are your specific responsibilities when it comes to housework?,집,일반
HSG_GEN_SEL_SPC_07,"People often feel the need to refresh their living spaces, whether by bringing in new furniture, repainting, or adding decorations. Tell me about a specific change you made in your house. Explain the reason behind your decision and describe the entire process of making that change.",집,일반
HSG_GEN_SEL_SPC_08,"Talk about an unforgettable memory you share with your family inside your home. It could be an amusing incident, a surprising event, or a significant milestone. Tell me about the moment that stands out the most and share as many details as you can.",집,일반
HSG_GEN_SEL_SPC_09,"Unexpected issues are bound to happen in any household, like broken appliances, failed home projects, or disagreements with housemates. Tell me about a specific problem or challenge you have faced in your home recently.",집,일반
HSG_GEN_SEL_SPC_10,"Pick one of the household issues you just mentioned and explain exactly what went wrong. Start by describing when it occurred and what might have caused it. Then, explain in detail the steps you took to successfully fix the situation.",집,일반
HSP_GEN_COM_CHILD_03,"Do you remember having to visit a hospital or clinic when you were a child? Describe the specific reason for your visit, any memorable things that happened, and exactly how you felt at the time.",병원,일반
HSP_GEN_COM_DESC_01,What is the typical hospital environment like in your country? Describe the overall mood inside these medical centers and the kinds of facilities provided for patients.,병원,일반
HSP_GEN_COM_RCT_04,Have you recently visited a hospital or clinic? Please share what the overall experience was like. Make sure to include the specific reason you had to see a doctor and how the medical appointment went.,병원,일반
HSP_GEN_COM_RTN_02,What are the common duties and routines of doctors working in hospitals? Describe the typical roles and responsibilities they handle on a daily basis.,병원,일반
HSP_GEN_COM_SPC_05,Have you ever had a highly memorable experience involving a trip to the hospital? Please explain what happened during the visit and why that specific medical event stands out so clearly in your memory.,병원,일반
HTL_GEN_COM_DESC_01,"Tell me about the various types of accommodation available in your country. What do the hotels generally look like, and what amenities do they offer?",호텔,일반
HTL_GEN_COM_RCT_03,"When was the last time you stayed overnight in a hotel? Tell me the whole story of where the accommodation was located, the reason for your visit, and any memorable moments you experienced there. Take me through your stay from start to finish.",호텔,일반
HTL_GEN_COM_RTN_02,Tell me what you normally do when staying at a hotel. Describe your routine from the moment you check in to the time you get settled in your room.,호텔,일반
HTL_GEN_COM_SPC_04,"People often remember hotels that have a unique, beautiful, or interesting vibe. Tell me about a specific hotel that left a lasting impression on you. Where was it located, what did the interior look like, and what made your stay there so memorable?",호텔,일반
HTL_RP_COM_Q11_01,I'd like to give you a situation and ask you to act it out. You have just arrived in a new city and need to book a hotel room for the night. Call a local hotel and ask three or four questions to inquire about their available rooms and guest services.,호텔,롤플레이
HTL_RP_COM_Q11_02,I'd like to give you a situation and ask you to act it out. You are preparing for an upcoming international business trip. Call the hotel where you'll be staying and ask three or four questions to learn more about their amenities and the local area.,호텔,롤플레이
HTL_RP_COM_Q11_03,"I'd like to give you a situation and ask you to act it out. You have just arrived in a new city and need a place to stay for the night. Walk up to the hotel's reception desk, describe the type of room you are looking for, and ask three or four questions about availability and pricing.",호텔,롤플레이
HTL_RP_COM_Q11_04,I'd like to give you a situation and ask you to act it out. You have a free day during your hotel stay and want to explore the city. Go to the front desk and ask the concierge three or four questions about the best local tourist spots and activities.,호텔,롤플레이
HTL_RP_COM_Q12_05,"I'm sorry, but there is a problem which I'll need you to resolve. When you first enter your hotel room, you find that it is extremely small and hasn't been cleaned properly. Call the front desk to describe the messy condition in detail, and make two or three suggestions on how they can resolve this for you.",호텔,롤플레이
HTL_RP_COM_Q12_06,"I'm sorry, but there is a problem which I'll need you to resolve. You are scheduled to go on an international business trip with your boss, but a sudden emergency prevents you from traveling. Call your boss, explain the situation clearly, and offer two or three practical solutions so the company doesn't lose this opportunity.",호텔,롤플레이
HTL_RP_COM_Q12_07,"I'm sorry, but there is a problem which I'll need you to resolve. You just arrived at the hotel only to find out they are completely fully booked and have no rooms available. Call your travel companions, leave a voicemail explaining this mix-up, and propose two or three alternative solutions for your accommodation.",호텔,롤플레이
HTL_RP_COM_Q12_08,"I'm sorry, but there is a problem which I'll need you to resolve. You accidentally left your bag inside the taxi that dropped you off at the hotel. Call the taxi company immediately, explain what happened, describe your bag's appearance, and suggest two or three ways to have it safely returned to you.",호텔,롤플레이
HTL_RP_COM_SPC_09,That's the end of the situation. Tell me about a truly memorable experience you had during a hotel stay. Perhaps you ran into an issue with your accommodation or had an interesting encounter with other travelers. Share the complete story of that particular visit.,호텔,롤플레이
HTL_RP_COM_SPC_10,"That's the end of the situation. Have you ever encountered a major issue while traveling abroad, whether it was a business trip or a personal vacation? Please explain all the specific details regarding what went wrong and how you handled it.",호텔,롤플레이
HTL_RP_COM_SPC_11,"That's the end of the situation. Think about a trip where your itinerary completely fell apart or didn't go as expected. What exactly happened? Tell me about the specific circumstances, how your group reacted, and how you eventually managed to salvage the trip.",호텔,롤플레이
HTL_RP_COM_SPC_12,That's the end of the situation. Has a similar situation ever happened to you? Have you ever accidentally left a valuable item behind or misplaced something extremely important? Tell me in detail about the time you lost it and what you did to try and find it.,호텔,롤플레이
HTW_RP_COM_Q11_01,I'd like to give you a situation and ask you to act it out. You are getting ready for an international vacation. Call the hotel you will be staying at and ask three or four questions about the current weather conditions and what type of clothing you should pack.,호텔(날씨),롤플레이
HTW_RP_COM_Q12_02,"I'm sorry, but there is a problem which I'll need you to resolve. Upon arriving at your vacation destination, you realize the clothes you packed are completely inappropriate for the current weather. Call a local clothing store, explain your wardrobe crisis in detail, and make arrangements to buy some suitable outfits as soon as possible.",호텔(날씨),롤플레이
HTW_RP_COM_SPC_03,"That's the end of the situation. Have you ever experienced a time when the weather was completely different from the local forecast? For example, unseasonably warm winter days or unexpected spring snow. Tell me in detail about a specific day when the weather surprised everyone.",호텔(날씨),롤플레이
IND_ADV_COM_Q14_01,"Can you tell me about a specific industry that you closely follow? You might be interested in the food industry, renewable energy, or mobile technology. What was this sector like a few years ago, and how has it significantly changed since then?",산업,어드밴스
IND_ADV_COM_Q14_02,"How do people typically prepare for their careers in your country's major industries? Do they rely on general university education first, or do they receive specialized training once they join a company? How has this preparation process changed over the past five years? Please give me all the details.",산업,어드밴스
IND_ADV_COM_Q15_03,"Tell me about a time when a highly anticipated product completely failed to meet public expectations. Perhaps a new video game console flopped, or a newly released smartphone had major software bugs. Tell me the full story in detail and describe how both the consumers and the industry reacted to the controversy.",산업,어드밴스
IND_ADV_COM_Q15_04,What is a specific industry or company that everyone in your country seems to be talking about these days? Tell me why the public is so interested in this sector and what they are currently saying about its future. Please give me as many details as possible.,산업,어드밴스
IND_GEN_COM_CMP_05,What are some of the companies that young job seekers want to work for these days? Why do you think so many young people are eager to get a job at these specific companies?,산업,일반
IND_GEN_COM_CMP_06,"Describe a specific company or business sector in your country that is highly attractive to job seekers. When was this industry established, and how has it expanded over the years? What exactly makes it such an appealing place to work?",산업,일반
IND_GEN_COM_DESC_01,"Tell me about a prominent industry in your country that is widely recognized. You can choose any sector, such as technology, entertainment, or manufacturing. Pick one specific industry and explain everything you know about it.",산업,일반
IND_GEN_COM_DESC_02,Can you tell me about a highly successful or famous company within that industry? Describe how this business was first established and explain the key factors that contributed to its massive popularity.,산업,일반
IND_GEN_COM_DESC_03,How has this particular industry impacted your personal life? Tell me about the specific products or services it provides and describe how you utilize them on a regular basis.,산업,일반
IND_GEN_COM_RTN_04,"What do people in your country usually do to prepare for their future careers? How do they gather information about different industries, and what steps do they take to get hired?",산업,일반
IND_GEN_COM_SPC_07,"When this company launched its signature products, did they find immediate success? Describe the specific obstacles or challenges the business had to overcome and how they eventually achieved their current success. Please provide as much detail as possible.",산업,일반
IND_GEN_COM_SPC_08,"Tell me about a specific effort or project you took on to get ready for your current career. Describe the entire experience from start to finish, highlighting exactly what you did to prepare.",산업,일반
INT_ADV_COM_Q14_01,"What kinds of modern concerns do people have about internet use when it comes to data security, privacy, or online safety? How have these specific worries evolved over time? Please discuss this digital issue in more detail.",인터넷,어드밴스
INT_ADV_COM_Q14_02,"How has surfing the internet changed since you first logged online years ago? What aspects of the web are still similar, and what are the most drastic differences in how we consume online content today?",인터넷,어드밴스
INT_ADV_COM_Q15_03,"How does the way people use the internet vary across different age groups, from the younger generation to the elderly? For what primary reasons do they go online, and what specific activities do they engage in? Please discuss these generational differences in detail.",인터넷,어드밴스
INT_ADV_COM_Q15_04,"What are some of the most serious problems or concerns people have regarding the internet today? Give me some background information on one specific issue, like cyberbullying or data leaks, and explain why it is such a major concern for regular internet users.",인터넷,어드밴스
INT_GEN_COM_CHILD_07,"When did you first become interested in surfing the internet? Tell me about your very first online experience in great detail. What specific things did you try to do, and what was your initial impression of the web?",인터넷,일반
INT_GEN_COM_CMP_06,The internet has definitely changed over time. Describe for me one of your earliest memories of going online. How was the experience of surfing the web different back then compared to how you use it now?,인터넷,일반
INT_GEN_COM_DESC_01,"Tell me about the specific website or online platform you browse most frequently. What kind of content does it offer, and why is it your absolute favorite?",인터넷,일반
INT_GEN_COM_DESC_02,"What specific types of online video clips do you stream for entertainment, study, or business purposes? Tell me about your favorite video genres and why they capture your interest.",인터넷,일반
INT_GEN_COM_RCT_08,"Tell me all about what you did online yesterday, whether it was for your job, your studies, or just for entertainment. Which specific websites or apps did you visit, and what kind of information were you searching for?",인터넷,일반
INT_GEN_COM_RTN_03,"How do your friends and family members typically use the internet in their daily lives? Do they mostly rely on it for work, entertainment, or staying connected? Describe their general online habits.",인터넷,일반
INT_GEN_COM_RTN_04,"Tell me about your personal routine when browsing the internet. What types of websites do you visit most often, and what specific tasks or activities do you usually handle online?",인터넷,일반
INT_GEN_COM_RTN_05,Tell me about your general online routine both at work and during your free time. How do your internet activities differ depending on the time of day and your location?,인터넷,일반
INT_GEN_COM_SPC_09,"Tell me about a specific project you worked on that required extensive internet research. Start by giving me some background, like when and where you did this project. Then, explain exactly how you used the internet to gather the information you needed.",인터넷,일반
INT_GEN_COM_SPC_10,"We all come across memorable content while surfing the internet. Talk about a specific video, article, or website you've seen online that really stood out to you. What was it about, and why was it so unforgettable?",인터넷,일반
INT_GEN_COM_SPC_11,"Describe a memorable piece of content you came across online, whether it was for work or just for fun. It could have been an impressive article, a funny video, or a meaningful post. What exactly did you see, and what made it so special to you?",인터넷,일반
INT_RP_COM_Q11_01,I'd like to give you a situation and ask you to act it out. Your friend recently discovered a really cool website and recommended it to you. Call your friend and ask three or four questions to find out exactly what the site is about and why they like it so much.,인터넷,롤플레이
INT_RP_COM_Q12_02,"I'm sorry, but there is a problem which I'll need you to resolve. You tried to visit the website your friend highly recommended, but the page won't load at all. Call your friend, explain the technical issue, and ask for suggestions on how to access the site.",인터넷,롤플레이
INT_RP_COM_Q12_03,"I'm sorry, but there is a problem which I'll need you to resolve. You are trying to log on to a specific website, but your web browser keeps crashing. Call the IT help desk, explain the error, and express why you need this fixed urgently.",인터넷,롤플레이
INT_RP_COM_SPC_04,"That's the end of the situation. Have you ever encountered a frustrating problem while surfing the internet? Maybe the website you needed was down, or your Wi-Fi connection suddenly dropped. Tell me about a time when you ran into technical issues online and explain exactly what you did to fix the problem.",인터넷,롤플레이
INT_RP_COM_SPC_05,"That's the end of the situation. Can you tell me about a time when you heavily relied on the internet to complete a past project? What exactly was the project about, and how did your online research help you finish it? Please give me all the details.",인터넷,롤플레이
JBI_RP_COM_Q11_01,"I'd like to give you a situation and ask you to act it out. You have an upcoming job interview at a very prestigious company. To prepare yourself, call their HR department and ask three or four questions to gather more background information about the company's culture and operations.",회사면접,롤플레이
JBI_RP_COM_Q12_02,"I'm sorry, but there is a problem which I'll need you to resolve. Due to a sudden personal emergency, you are unable to attend your scheduled job interview today. Call the company, leave a voicemail explaining your predicament, and offer two or three alternative plans so you don't miss out on this career opportunity.",회사면접,롤플레이
JBI_RP_COM_SPC_03,"That's the end of the situation. Have you ever been forced to miss a scheduled class, an important meeting, or a job interview? Tell me the full story. When did this occur, what was the exact reason, and how did you resolve the situation?",회사면접,롤플레이
MOV_ADV_SEL_Q14_01,"You indicated in the survey that you go to movies with adults. Could you compare the blockbuster movies made today to the films you watched while growing up? How have movies evolved over the years, and what are the main differences and similarities?",영화,어드밴스
MOV_ADV_SEL_Q15_02,"When you and your friends or family talk about movies, what specific topics or current issues regarding the film industry usually come up? Why are these subjects so interesting or concerning to your group, and what makes them so important to discuss?",영화,어드밴스
MOV_GEN_SEL_DESC_01,You indicated in the survey that you go to movies with adults. Tell me about the specific genres of films you enjoy watching the most. What draws you to those types of movies?,영화,일반
MOV_GEN_SEL_RCT_03,"I would like to know about the last time you went to the movies. Who did you go to the theater with, and what specific movie did you watch? Tell me everything you did before and after the film.",영화,일반
MOV_GEN_SEL_RTN_02,"Tell me about your typical routine when you go to the movie theater. Who do you usually go with, and what kinds of activities do you do before and after watching the film?",영화,일반
MOV_GEN_SEL_SPC_04,"Tell me about the most memorable movie you have seen in the past. What was the central plot, and what elements made the film so special to you? Also, would you recommend it to your friends, and why?",영화,일반
MOV_GEN_SEL_SPC_05,"Who is your favorite movie star? Tell me about a recent news story or interesting incident involving this actor. Start with a brief introduction of them, and then explain the full story and why it caught the attention of so many fans.",영화,일반
MOV_RP_SEL_Q11_01,I'd like to give you a situation and ask you to act it out. You are planning to take a friend out to see a new movie this weekend. Call the local movie theater and ask three or four questions to find out everything you need to know before buying the tickets.,영화,롤플레이
MOV_RP_SEL_Q11_02,I'd like to give you a situation and ask you to act it out. Your friend recently recommended a fantastic new movie to you. Call your friend and ask three or four questions about the film to figure out if it's something you would enjoy watching.,영화,롤플레이
MOV_RP_SEL_Q12_03,"I'm sorry, but there is a problem which I'll need you to resolve. When you and your friend arrive at the movie theater, you realize the staff issued you the wrong tickets. Approach the ticket booth, explain the mix-up to the seller, and propose two or three alternatives to resolve the problem.",영화,롤플레이
MOV_RP_SEL_Q12_04,"I'm sorry, but there is a problem which I'll need you to resolve. You are currently at the movie theater with your friend, but the film is so boring that you want to walk out. Explain your feelings to your friend and suggest two or three alternative activities you guys could do instead.",영화,롤플레이
MOV_RP_SEL_SPC_05,"That's the end of the situation. Has a similar problem ever happened to you? Have you ever purchased tickets or made reservations only to have something go completely wrong? Tell me the full story. Start with the background of when and where it took place, then explain the exact issue and how you finally resolved it.",영화,롤플레이
MOV_RP_SEL_SPC_06,"That's the end of the situation. Have you ever sat down to watch an incredibly boring movie? If so, how did you handle it? Did you actually finish the film or give up halfway? Tell me all the details about that disappointing movie experience.",영화,롤플레이
MP3_RP_SEL_Q11_01,"I'd like to give you a situation and ask you to act it out. You are planning to purchase a new MP3 player or portable music device. Since your friend knows a lot about electronics, call them up and ask three or four questions to get some solid recommendations before buying one.",MP3,롤플레이
MP3_RP_SEL_Q12_02,"I'm sorry, but there is a problem which I'll need you to resolve. You accidentally broke your friend's MP3 player that you borrowed. Call your friend, confess exactly how the device got damaged and its current condition, and offer two or three alternatives to replace or repair it right away.",MP3,롤플레이
MP3_RP_SEL_SPC_03,"That's the end of the situation. Tell me about a time when you dealt with an electronic device or piece of equipment that suddenly broke down. Give me some background on what you were doing, exactly what malfunctioned, and how you eventually resolved the issue.",MP3,롤플레이
MUS_ADV_SEL_Q14_01,"You indicated in the survey that you listen to music. Pick two different music genres or composers that you enjoy. Describe each one in as much detail as possible, and then thoroughly compare the similarities and differences between them.",음악,어드밴스
MUS_ADV_SEL_Q15_02,"What kinds of new electronic gadgets or audio equipment are music lovers most interested in these days? What are they currently talking about, and what specific new products get them excited and why?",음악,어드밴스
MUS_GEN_SEL_CHILD_03,When did you first develop an interest in music? What specific genres or artists did you listen to when you were young? Tell me how your musical taste has evolved from your childhood until today.,음악,일반
MUS_GEN_SEL_DESC_01,"You indicated in the survey that you listen to music. What specific genres of music do you usually enjoy? Who are your favorite singers or bands, and what makes their songs so special to you?",음악,일반
MUS_GEN_SEL_RTN_02,"Tell me about the different ways you enjoy listening to music in your daily life. Where do you typically go to listen to it, and do you prefer listening to the radio or attending live concerts?",음악,일반
MUS_GEN_SEL_SPC_04,"Could you think back to a particularly memorable time when you attended a live music event? Describe the experience in full detail, including when and where it took place, who accompanied you, and who performed. What exactly made that concert or gig so unforgettable?",음악,일반
NTR_RP_COM_Q11_01,I'd like to give you a situation and ask you to act it out. You recently read an article about a professional nutritionist who helps people improve their diets. Call the nutritionist's office and ask three or four questions to get more information about their counseling services.,영양사,롤플레이
NTR_RP_COM_Q12_02,"I'm sorry, but there is a problem which I'll need you to resolve. You have an appointment with a nutritionist today, but your boss suddenly asks you to work late. Call the nutritionist, explain the unavoidable work situation, and offer a couple of alternatives to reschedule.",영양사,롤플레이
NTR_RP_COM_SPC_03,"Describe a time when you made a drastic change to your daily diet or workout routine. What initially motivated you to make this lifestyle change, and how successful was it in the end? Please describe the journey in detail.",영양사,롤플레이
OTR_ADV_SEL_Q14_01,You indicated in the survey that you take vacations internationally. How has traveling abroad changed over the years? Is it generally easier or more difficult now? Describe what international travel was like in the past and compare it to the changes you experience today.,해외여행,어드밴스
OTR_ADV_SEL_Q15_02,"When people talk about traveling internationally, what specific activities or sights are they usually most eager to experience? Why are these cultural or historical elements so important and fascinating to global travelers?",해외여행,어드밴스
OTR_GEN_COM_CHILD_06,Think about a specific foreign country you visited when you were young. Describe what the environment and culture were like in great detail. What were your strongest first impressions of that place?,외국 국가,일반
OTR_GEN_COM_DESC_02,Tell me about a famous international destination that travelers from your country frequently visit. What makes that specific location so attractive to tourists?,외국 국가,일반
OTR_GEN_COM_RTN_04,"Tell me about the common activities tourists enjoy when traveling abroad. What kind of destinations do they usually visit, and what do they typically do there?",외국 국가,일반
OTR_GEN_COM_SPC_10,"Tell me a specific story about a time when you or an acquaintance traveled internationally. Perhaps you encountered a hilarious, fascinating, or even scary situation during the trip. Tell me the full story of what happened from beginning to end.",외국 국가,일반
OTR_GEN_SEL_CHILD_05,"Describe your very first trip to another country. Do you remember when it was and where you went? Who did you travel with, what kind of local food did you try, and what made the experience so special? Please share as many details as possible.",해외여행,일반
OTR_GEN_SEL_DESC_01,You indicated in the survey that you take vacations internationally. Can you describe a specific overseas city or nation you have traveled to? What were the local scenery and the residents like?,해외여행,일반
OTR_GEN_SEL_RCT_07,"Tell me about your most recent overseas trip. What was the main purpose of your travel, who accompanied you, and what exciting activities did you do there? Please share all the memorable details about the vacation.",해외여행,일반
OTR_GEN_SEL_RTN_03,Can you tell me about your usual routine when taking an international trip? What specific activities do you look forward to doing when you travel abroad?,해외여행,일반
OTR_GEN_SEL_SPC_08,"Occasionally, something completely out of the ordinary happens when we travel abroad. Have you ever faced a surprising or unexpected situation during an international trip? Start by telling me the destination and the timing, and then provide all the details about what made the journey so unforgettable.",해외여행,일반
OTR_GEN_SEL_SPC_09,"What is the absolute most memorable experience you have ever had while traveling abroad? When and where did you go, and what specific incident made the trip so unforgettable? Please provide as much detail as possible about what happened.",해외여행,일반
PCO_GEN_COM_DESC_01,"Tell me more about the specific corporation you just brought up. What exactly do they produce, who forms their main client base, and what makes their corporate culture so appealing to young job seekers?",선호회사,일반
PCO_GEN_COM_RTN_02,"What was your routine for landing your current position? Describe the specific steps you took to prepare, and explain the main factors that influenced your career choice.",선호회사,일반
PCO_GEN_COM_UNK_03,"Describe a highly sought-after company among young professionals today. What is the name of the business, what are the employees' main duties, and what specific perks make it such an attractive workplace?",선호회사,일반
PFM_RP_SEL_Q11_01,"I'd like to give you a situation and ask you to act it out. You are trying to secure two tickets for a popular performance during your holiday. Call the theater's box office and ask three or four questions to find out about ticket availability, seating, and pricing.",공연,롤플레이
PFM_RP_SEL_Q12_02,"I'm sorry, but there is a problem which I'll need you to resolve. On the day of the big performance, you wake up feeling terribly sick. Call your friend who was supposed to go with you, explain your symptoms, and offer two or three different options for what to do with the tickets.",공연,롤플레이
PFM_RP_SEL_SPC_03,"That's the end of the situation. Have you ever bought tickets or made plans for a show, only to realize later that you couldn't attend? When did this occur, and what came up? Tell me about the whole situation and explain how you handled the unused tickets.",공연,롤플레이
PHN_ADV_COM_Q14_01,"Describe how people typically used cell phones five to ten years ago. What were they able to do with those early functions and apps? Discuss the biggest changes in how we utilize smartphones today, and briefly describe the device you used to own in the past.",전화기,어드밴스
PHN_ADV_COM_Q14_02,"How have mobile phones evolved over the years? What were the devices like when you were younger, and how do they compare to modern smartphones? Additionally, how have these technological changes affected our ability to stay connected with one another?",전화기,어드밴스
PHN_ADV_COM_Q14_03,"We can use smartphones to do so much more now than in the past, like navigating with GPS, reading instant reviews, and browsing the web. Describe how using a mobile device to search for information has transformed from the time you got your first phone until today.",전화기,어드밴스
PHN_ADV_COM_Q15_04,"In many societies, experts worry that young people are losing their face-to-face communication skills because they spend entirely too much time staring at their smartphones. What is the general public opinion in your country regarding how the younger generation uses their phones?",전화기,어드밴스
PHN_ADV_COM_Q15_05,"What kinds of societal concerns or negative side effects usually come up when people discuss the heavy use of cell phones? Please provide some background on one specific issue, such as tech addiction or privacy, and explain why people are so worried about it.",전화기,어드밴스
PHN_ADV_COM_Q15_06,"Millions of people now rely on their smartphones to catch up on breaking news, from sports updates to global events. Tell me about a memorable news story you recently read about using your mobile device. Tell me the story from beginning to end and explain why it left such a strong impression on you.",전화기,어드밴스
PHN_GEN_COM_CHILD_06,"Think back to when you first got the mobile phone you are currently using. How did you choose that specific model? Tell me the entire process of how you researched, heard about it, and finally purchased the device.",전화기,일반
PHN_GEN_COM_CMP_05,"Describe the very first cell phone you remember owning. What did the device look like, and what kind of basic features did it have? How was that phone different from the smartphone you are using today? Please provide as many details as possible.",전화기,일반
PHN_GEN_COM_DESC_01,"What is the most outstanding feature of your smartphone? Is it the high-quality camera, or perhaps the various apps and games? Tell me exactly what you love most about your device and explain why.",전화기,일반
PHN_GEN_COM_RTN_02,"Describe your daily routine with your smartphone. Besides making phone calls, what kinds of apps or features do you and your friends use the most throughout the day?",전화기,일반
PHN_GEN_COM_RTN_03,Tell me about the usual topics you discuss when talking on the phone with your friends. What are the most common things you chat about during your conversations?,전화기,일반
