id,question_id,survey_type,topic_category,topic,question_title,question_english,question_korean,answer_type,audio_url,audio_generated_at,audio_voice
121,COM_FOO_N_C2_07,공통형,일반,음식,최근 먹은 건강식 경험 설명하기,When was the last time you had some healthy food? Who was it with and how did you feel? What was special about that experience?,"가장 최근에 건강한 음식을 먹었던 경험이 있다면, 누구와, 어떤 음식이었고, 그 경험이 어땠는지 구체적으로 말씀해 주세요.",past_experience_recent,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FOO_N_C2_07.wav,2025-10-02 10:39:50.267+00,Aoede
122,COM_FOO_N_C2_08,공통형,일반,음식,인상 깊었던 음식 경험 전체 설명하기,Tell me about a memorable experience you had while eating something. It could have been something good or bad. What happened? Why was it so memorable or special? Tell me everything in as much detail as possible.,"음식을 먹으며 특별하게 기억에 남는 경험이 있다면, 좋은 경험이든 나쁜 경험이든, 그때 어떤 일이 있었고 왜 기억에 남는지 최대한 자세히 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FOO_N_C2_08.wav,2025-10-02 10:40:18.005+00,Aoede
123,COM_FOO_N_C2_09,공통형,일반,음식,식사 계획이 틀어졌던 경험과 그 해결 과정 설명하기,"Sometimes when we plan a meal, things do not work out. Reservations at restaurants get lost or meals delivered to offices or homes have missing items. Tell me a story of a time when a plan for a meal did not work out as planned for you or someone you know. Tell me everything you did to resolve this situation from beginning to end.","식사 약속을 계획했는데 일이 잘 안 풀렸던 적이 있나요? 식당 예약이 꼬이거나 배달 음식에 빠진 게 있었던 경험 등, 그런 상황에서 어떻게 해결했는지 처음부터 끝까지 모두 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FOO_N_C2_09.wav,2025-10-02 10:40:53.136+00,Aoede
124,COM_RES_N_C2_01,공통형,일반,음식점,"집 근처 좋아하는 식당과 음식, 방문 빈도 설명하기",Tell me about a restaurant near where you live. What kind of food does it serve? How are the prices? How often do you go there? Tell me as much as you can about one of your favorite local places to eat.,"집 근처에 있는 식당 한 곳을 소개해 주세요. 주로 어떤 음식을 팔고, 가격대는 어떤지, 얼마나 자주 가는지 등, 본인이 좋아하는 맛집에 대해 최대한 자세히 말씀해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_N_C2_01.wav,2025-10-02 10:41:19.327+00,Aoede
125,COM_RES_N_C2_02,공통형,일반,음식점,한국 식당의 일반적인 모습 설명하기,Tell me about the restaurants in your country. What is a typical restaurant like?,"우리나라의 일반적인 식당 분위기는 어떤지, 대표적인 식당 유형에는 어떤 것들이 있는지 말씀해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_N_C2_02.wav,2025-10-02 10:41:38.576+00,Aoede
126,COM_RES_N_C2_03,공통형,일반,음식점,즐겨 이용하는 배달/포장 식당 설명하기,Do you have a favorite take-out or delivery restaurant you use? Tell me about it.,"자주 이용하는 배달 음식점이나 포장 전문점이 있다면, 그곳이 어떤 곳인지 말씀해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_N_C2_03.wav,2025-10-02 10:41:56.887+00,Aoede
127,COM_RES_N_C2_04,공통형,일반,음식점,바쁜 직장인이 평일 식사 해결하는 방법 설명하기,"How do busy working people usually get their meals during the workweek? Do they order food from restaurants, go out to eat, or something else? What do they usually do?","직장인들은 평일에 식사를 어떻게 해결하는 경우가 많은지, 보통 어떤 방식으로 밥을 먹는지 이야기해 주세요.",routine,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_N_C2_04.wav,2025-10-02 10:42:22.168+00,Aoede
128,COM_RES_N_C2_05,공통형,일반,음식점,선호하는 음식 종류와 그 이유 설명하기,"Do you have a favorite type of food such as American, Chinese or Japanese? Tell me about your favorite type of restaurant. What kind of food do they serve there? Tell me as much as you can about it.","미국식, 중식, 일식 등 특정 음식이나 음식점 유형을 좋아한다면, 그곳의 분위기와 어떤 음식을 파는지 최대한 자세히 말씀해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_N_C2_05.wav,2025-10-02 10:42:46.794+00,Aoede
129,COM_RES_N_C2_06,공통형,일반,음식점,좋아하는 이국적 메뉴 식당 자세히 설명하기,Describe your favorite restaurant with an ethnic or international menu. Tell me all about that place in as much detail as possible.,"특별한 나라 음식이나 이국적인 메뉴를 파는 본인만의 맛집이 있다면, 그곳에 대해 구체적으로 소개해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_N_C2_06.wav,2025-10-02 10:43:10.185+00,Aoede
130,COM_RES_N_C2_07,공통형,일반,음식점,식당에서의 전형적인 방문 절차 설명하기,"Tell me about what you usually do when you eat at a restaurant. What do you do first, second, etc? Take me through a typical restaurant visit.","식당에서 식사할 때 본인이 보통 어떤 순서로 행동하는지, 식당 방문의 전형적인 과정을 순서대로 이야기해 주세요.",routine,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_N_C2_07.wav,2025-10-02 10:43:31.727+00,Aoede
131,COM_RES_N_C2_08,공통형,일반,음식점,평소 포장/배달 주문 방법 및 자주 시키는 음식 말하기,"Tell me about your favorite take-out or delivery routine. Do you order it at a counter, by phone, or on the internet? Do you pick up or prefer delivery? What kind of things do you usually order this way?","포장이나 배달 음식을 주문할 때는 어떤 방식(카운터, 전화, 앱 등)으로 주로 주문하고, 직접 가지러 가는지 배달을 선호하는지, 어떤 음식을 자주 주문하는지 말씀해 주세요.",routine,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_N_C2_08.wav,2025-10-02 10:43:59.586+00,Aoede
132,COM_RES_N_C2_09,공통형,일반,음식점,평일 저녁 식사 방식과 식사 동반자 설명하기,What do you usually do for dinner during the week? Do you order food or go out to eat? Do you make your own meals or does someone else make them for you? Do you eat alone or with other people? What do you usually do for dinner during the workweek?,"평일 저녁에는 보통 어떻게 식사하는지, 주문을 하거나 외식을 하는지, 직접 요리를 하는지, 혼자 먹는지 여럿이 먹는지 등 저녁 식사 루틴에 대해 말씀해 주세요.",routine,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_N_C2_09.wav,2025-10-02 10:44:27.113+00,Aoede
133,COM_RES_N_C2_10,공통형,일반,음식점,어릴 적 기억나는 식당과 지금 식당 비교 설명하기,Describe for me a restaurant that you remember from your childhood. What was the restaurant like? Was it different from the restaurants you visit today?,"어릴 때 기억에 남는 식당이 있다면, 그 식당은 어떤 곳이었고, 지금 가는 식당과는 어떻게 달랐는지 이야기해 주세요.",comparison,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_N_C2_10.wav,2025-10-02 10:45:01.185+00,Aoede
134,COM_RES_N_C2_11,공통형,일반,음식점,이국적 메뉴 식당 방문 경험 전체 설명하기,When was the last time you ate at a restaurant with an international menu? What was the occasion? Who was with you? What did you eat and so on? Tell me the entire story of that visit.,"최근에 해외 음식점(이국적 메뉴)에서 식사했던 적이 있다면, 언제, 누구와, 무슨 일로 갔고, 어떤 음식을 먹었는지 처음부터 끝까지 모두 말씀해 주세요.",past_experience_recent,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_N_C2_11.wav,2025-10-02 10:45:27.622+00,Aoede
135,COM_RES_N_C2_12,공통형,일반,음식점,최근 외식 경험 전체 상황 설명하기,Tell me the story of the last time you had a chance to eat out at a restaurant. Where did you go? Who was with you? What did you have? Tell me everything that happened from start to finish.,"최근에 외식했던 경험이 있다면, 어디서 누구와 무엇을 먹었고, 그날 어떤 일이 있었는지 처음부터 끝까지 상세하게 말씀해 주세요.",past_experience_recent,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_N_C2_12.wav,2025-10-02 10:45:52.838+00,Aoede
136,COM_RES_N_C2_13,공통형,일반,음식점,특별한 날 단체 주문/배달 경험 전체 설명하기,"Have you ever used the delivery or take-out service for a special occasion for a large group of people? It may have been a simple, personal occasion or for a work-related event. Tell me the whole story of a time when you used a delivery or take-out service for a special occasion.","특별한 행사나 많은 사람과 함께 배달·포장 서비스를 이용했던 경험이 있다면, 그때 어떤 일이 있었고, 그 경험이 어떻게 진행됐는지 모두 말씀해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_N_C2_13.wav,2025-10-02 10:46:24.413+00,Aoede
137,COM_RES_N_C2_14,공통형,일반,음식점,최근 배달/포장 주문 경험 상세히 설명하기,When was the last time you ordered a take-out or delivery meal? Tell me all the details. When was it? What did you order? Were you satisfied with the order? Tell me everything about the last time you ordered a meal this way.,"가장 최근에 배달이나 포장 음식을 주문했던 경험에 대해, 언제였고, 무엇을 주문했으며, 만족스러웠는지 등 모든 것을 자세히 말씀해 주세요.",past_experience_recent,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_N_C2_14.wav,2025-10-02 10:46:50.916+00,Aoede
138,COM_RES_N_C2_15,공통형,일반,음식점,식사 중 특별한 사건이 있었던 경험 전체 설명하기,Tell me about a time when you were having a meal and something unusual or unexpected happened. Tell me the whole story in detail.,"식사 중 예상치 못한 일이나 특이한 일이 생겼던 경험이 있다면, 그날의 상황을 자세하게 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_N_C2_15.wav,2025-10-02 10:47:11.9+00,Aoede
139,COM_RES_N_C2_16,공통형,일반,음식점,특별한 식품점 또는 마켓을 처음 방문한 경험 설명하기,Tell me about how you found out about a very special food or grocery store. Maybe a new specialty store opened in your community or a new farmer's market opened and you wanted to try it out. How did you find out about this new food or grocery store? What was your first visit like?,"아주 특별한 음식점이나 식료품점을 알게 된 계기가 있다면, 예를 들어 동네에 새로 생긴 전문점이나 팜마켓 등을 처음 방문한 경험을 자세히 말씀해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_N_C2_16.wav,2025-10-02 10:47:43.086+00,Aoede
140,COM_INT_N_C1_01,공통형,일반,인터넷,지인들이 인터넷을 사용하는 방식 설명하기,"What do the people you know, friends and family et cetera usually use the internet to do? Do they use the internet for work, playing online games, watching television et cetera? What do the people you know usually do online?","주변 가족, 친구, 지인들은 인터넷을 주로 어떤 용도로 사용하는지, 업무, 게임, TV 시청 등 어떤 온라인 활동을 많이 하는지 말씀해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_INT_N_C1_01.wav,2025-10-02 10:48:12.217+00,Aoede
141,COM_INT_N_C1_02,공통형,일반,인터넷,본인의 인터넷 사용 활동 전반 설명하기,"Tell me about what you do when you surf the internet. What kinds of sites do you usually visit? Do you usually share videos, do your shopping, read the news, etc? What kinds of information are you usually looking for?","본인은 인터넷을 할 때 주로 어떤 사이트에 들어가는지, 영상 시청, 쇼핑, 뉴스, 정보 검색 등 어떤 활동을 많이 하는지 구체적으로 말씀해 주세요.",routine,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_INT_N_C1_02.wav,2025-10-02 10:48:39.773+00,Aoede
142,COM_INT_N_C1_03,공통형,일반,인터넷,온라인으로 보는 영상 종류와 이유 설명하기,"What kinds of videos do you like to watch online for fun, for work or for school? Tell me more about the kinds of videos that you like to watch online.","온라인에서 즐겨보는 영상에는 어떤 것들이 있는지, 재미, 공부, 업무 등 어떤 목적이나 취향이 있는지 자세히 이야기해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_INT_N_C1_03.wav,2025-10-02 10:49:05.018+00,Aoede
143,COM_INT_N_C1_04,공통형,일반,인터넷,즐겨 찾는 웹사이트 종류와 선호 이유 설명하기,Tell me about your favorite website or type of website you visit. Why do you like it? Give me as many details as you can.,"즐겨 찾는 웹사이트나 자주 방문하는 사이트 유형이 있다면, 왜 좋아하는지, 구체적으로 설명해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_INT_N_C1_04.wav,2025-10-02 10:49:29.449+00,Aoede
144,COM_INT_N_C1_05,공통형,일반,인터넷,직장과 여가에서의 온라인 활동 루틴 설명하기,Tell me about your typical routine when you get online at work. What about in your free time? Tell me about your online activities.,회사에서 또는 여가 시간에 인터넷을 사용할 때 주로 하는 일이나 온라인 루틴에 대해 말씀해 주세요.,routine,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_INT_N_C1_05.wav,2025-10-02 10:49:52.893+00,Aoede
145,COM_INT_N_C1_06,공통형,일반,인터넷,인터넷 사용 초기 경험과 그 차이 설명하기,The internet has definitely changed over time. Describe for me some of your early memories of surfing the internet. How was internet surfing different in the past?,"인터넷도 많이 변했는데요, 인터넷 서핑을 처음 경험했던 시절의 기억이나 예전과 지금의 인터넷 사용 방식 차이에 대해 이야기해 주세요.",comparison,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_INT_N_C1_06.wav,2025-10-02 10:50:18.825+00,Aoede
146,COM_INT_N_C1_07,공통형,일반,인터넷,인터넷 사용에 흥미 갖게 된 계기와 첫 경험 설명하기,When did you first become interesting in surfing the internet? Tell me about your first experience or experiences of surfing the internet in great detail. What was your first impression of it? What do you remember about it?,"처음 인터넷 서핑에 관심을 갖게 된 계기와, 가장 처음 인터넷을 해봤던 경험을 자세히 말씀해 주세요. 그때 어떤 느낌이 들었고, 기억에 남는 점은 무엇이었나요?",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_INT_N_C1_07.wav,2025-10-02 10:50:48.348+00,Aoede
147,COM_INT_N_C1_08,공통형,일반,인터넷,인터넷 검색 활용한 프로젝트 경험 전체 설명하기,"Tell me about a project that you worked on that involved doing research on the internet. Start with giving me some background about the project. When and where was it? And then, tell me how you used the internet to get the project done.","인터넷을 활용해 조사나 과제를 했던 경험이 있다면, 그 프로젝트의 배경과 언제 어디서 했는지, 그리고 어떻게 인터넷을 활용했는지 단계별로 설명해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_INT_N_C1_08.wav,2025-10-02 10:51:15.432+00,Aoede
148,COM_INT_N_C1_09,공통형,일반,인터넷,기억에 남는 인터넷 콘텐츠와 그 이유 설명하기,We all have things that we remember on the internet. Talk about the memorable things that you have seen on the internet. Why were they memorable?,"온라인에서 인상 깊었던 기억이나 잊을 수 없는 장면이 있다면, 왜 그것이 기억에 남는지 구체적으로 말씀해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_INT_N_C1_09.wav,2025-10-02 10:51:37.908+00,Aoede
149,COM_INT_N_C1_10,공통형,일반,인터넷,인상 깊었던 온라인 콘텐츠 설명하기,"Describe something memorable you saw online for work or for leisure. Maybe it was impressive, unusual, humorous or meaningful for you. What did you notice about it? What made it special?","업무나 개인적으로 온라인에서 봤던 특별히 인상 깊었던 내용이 있다면, 그게 왜 특별했는지 자세히 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_INT_N_C1_10.wav,2025-10-02 10:52:04.964+00,Aoede
150,COM_INT_N_C1_11,공통형,일반,인터넷,전날 온라인에서 한 활동 전체 설명하기,"Tell me all about what you did online yesterday for work, school, or fun? How did you get online? What website did you visit and what did you look at? Tell me about the things you did online yesterday.","어제 하루 동안 온라인에서 했던 일에 대해 모두 말씀해 주세요. 어떤 사이트에 접속했고, 무엇을 봤는지 등 구체적으로 이야기해 주세요.",past_experience_recent,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_INT_N_C1_11.wav,2025-10-02 10:52:32.086+00,Aoede
151,COM_FRE_N2_01,공통형,일반,여가시간,사람들이 여가 시간 보내는 장소 유형 설명하기,"Tell me about some places people in your country like to spend their free time. Do they visit parks, beaches or other places? What are some popular free time locations?","우리나라 사람들이 여가 시간을 보내는 장소에는 어떤 곳들이 있는지, 공원이나 해변 등 인기 있는 장소가 있다면 설명해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FRE_N2_01.wav,2025-10-02 10:52:56.721+00,Aoede
152,COM_FRE_N2_02,공통형,일반,여가시간,한국 사람들이 선호하는 여가 활동 종류 말하기,What do people in your country like to do in their free time? What are some popular free time activities?,우리나라 사람들이 여가 시간에 주로 하는 활동이나 인기 있는 취미 활동에는 어떤 것들이 있는지 말씀해 주세요.,description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FRE_N2_02.wav,2025-10-01 16:18:20.124+00,Aoede
153,COM_FRE_N2_03,공통형,일반,여가시간,과거와 현재의 여가 시간 변화 비교 설명하기,Do you have more or less free time now than you did in the past? Describe for me how your free time has changed over time.,"예전과 비교해 요즘 여가 시간이 더 많아졌는지, 혹은 더 줄어들었는지, 본인의 여가 생활이 어떻게 변해왔는지 이야기해 주세요.",comparison,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FRE_N2_03.wav,2025-10-02 10:53:18.308+00,Aoede
154,COM_FRE_N2_04,공통형,일반,여가시간,최근 여가 시간 경험 전체 설명하기,Tell me about the last time you had some free time. What did you do? Who did you spend your free time with? Tell me everything that happened the last time you had some free time.,"가장 최근에 여유 시간이 있었던 날의 경험을 이야기해 주세요. 무엇을 했고, 누구와 시간을 보냈는지, 그때 있었던 일을 자세히 말씀해 주세요.",past_experience_recent,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FRE_N2_04.wav,2025-10-02 10:53:44.237+00,Aoede
155,COM_REC_N_C2_01,공통형,일반,재활용,한국의 재활용 방법과 사람들이 하는 일 설명하기,I'd like to know about how recycling is practiced in your country. What do people specifically do? Tell me how things are recycled.,"우리나라에서 분리수거나 재활용은 어떻게 이루어지는지, 사람들이 구체적으로 어떤 행동을 하는지 단계별로 설명해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_REC_N_C2_01.wav,2025-10-02 10:54:22.053+00,Aoede
156,COM_REC_N_C2_02,공통형,일반,재활용,재활용 품목 종류 설명하기,Recycling is a common practice. Tell me about all the different kinds of things that you recycle.,"요즘 재활용이 흔한데, 본인이 주로 분리수거하는 품목이나 재활용하는 것들에는 어떤 것들이 있는지 말씀해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_REC_N_C2_02.wav,2025-10-02 10:54:42.19+00,Aoede
157,COM_REC_N_C2_03,공통형,일반,재활용,재활용 절차를 순서대로 설명하기,"How do you go about recycling? What do you do first, second, and next until you complete the process? Tell me everything.","본인은 분리수거를 할 때 어떤 순서로 진행하는지, 첫 단계부터 마지막까지 과정을 차례대로 모두 설명해 주세요.",routine,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_REC_N_C2_03.wav,2025-10-02 10:55:05.214+00,Aoede
158,COM_REC_N_C2_04,공통형,일반,재활용,어릴 적 재활용 방법과 그 당시 모습 설명하기,Tell me what recycling was like when you were a child. Was there a particular place to throw away the recyclables? Did you have special containers? Describe what it was like and what you did in detail.,"어릴 때 분리수거를 어떻게 했는지, 집이나 동네에 특별한 장소가 있었는지, 전용 통이 있었는지, 예전의 분리수거 방법과 기억에 대해 구체적으로 말씀해 주세요.",past_experience_childhood,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_REC_N_C2_04.wav,2025-10-02 10:55:30.909+00,Aoede
159,COM_REC_N_C2_05,공통형,일반,재활용,재활용 관련된 경험이나 기억에 남는 일 설명하기,"Can you tell me about a story or an experience you had related to recycling? Maybe something went wrong with recycling, or you might have had a discussion with a friend who disagrees with recycling. Describe your experience in detail.","분리수거나 재활용과 관련해 기억에 남는 일화나 경험이 있다면, 예를 들어 문제가 생겼거나 친구와 재활용에 대해 이야기했던 경험 등 구체적으로 말씀해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_REC_N_C2_05.wav,2025-10-02 10:55:59.694+00,Aoede
160,COM_REC_N_C2_06,공통형,일반,재활용,재활용 중 생긴 문제 상황과 기억에 남는 일 설명하기,"Problems sometimes occur when recycling. Perhaps, the pick-up service does not come as planned. Or the items are too big for the containers. Or the container turns over and spills the items. Tell me about something memorable that happened to you or your family.","재활용을 하다가 문제가 생긴 경험이 있다면, 예를 들어 수거차가 오지 않았다거나, 통이 넘쳤거나, 통이 넘어져 내용물이 쏟아졌던 일 등 기억에 남는 일을 구체적으로 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_REC_N_C2_06.wav,2025-10-02 10:56:28.987+00,Aoede
161,COM_PHO_N_C1_01,공통형,일반,전화기,친구들과 핸드폰으로 하는 활동 종류 설명하기,What kinds of things do you and your friends usually do on your phones besides talking to each other over the phone? Do you update social media pages? Do you play games? What do you usually do with your phone?,"주변 친구나 지인들이 휴대폰으로 주로 하는 일에는 어떤 것들이 있는지, 게임, SNS, 정보 검색 등 보통 어떤 용도로 휴대폰을 사용하는지 이야기해 주세요.",routine,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_PHO_N_C1_01.wav,2025-10-02 10:56:55.637+00,Aoede
162,COM_PHO_N_C1_02,공통형,일반,전화기,본인의 핸드폰에서 가장 좋은 점 설명하기,What is the best thing about your phone? Is it the camera? Is it applications or games on the phone? Tell me what you like the best about your phone and why you like it in as much detail as possible.,"본인이 휴대폰에서 가장 좋아하는 기능은 무엇인지, 예를 들어 카메라, 앱, 게임 등 어떤 점이 마음에 드는지, 그 이유도 함께 구체적으로 말씀해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_PHO_N_C1_02.wav,2025-10-02 14:24:48.774+00,Aoede
163,COM_PHO_N_C1_03,공통형,일반,전화기,친구들과 통화 중 하는 대화 주제 설명하기,Tell me about the kinds of things you and your friends talk talk about on the phone.,친구들과 전화로 주로 어떤 이야기를 나누는지 말씀해 주세요.,description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_PHO_N_C1_03.wav,2025-10-02 14:29:54.669+00,Aoede
164,COM_PHO_N_C1_04,공통형,일반,전화기,"전화 통화 루틴 및 통화 상대, 시간 등 설명하기","I’d like to know about your routine of talking on the phone. Who do you talk with, when do you usually talk on the phone and how long do you talk for? Do you do other things at the same time when you are on the phone?","전화 통화 루틴에 대해 이야기해 주세요. 누구와, 언제, 얼마나 자주 통화하고, 통화할 때 다른 일을 동시에 하는지 등도 함께 말씀해 주세요.",routine,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_PHO_N_C1_04.wav,2025-10-02 14:30:18.758+00,Aoede
165,COM_PHO_N_C1_05,공통형,일반,전화기,처음 사용했던 핸드폰의 생김새와 기능 설명하기,Describe the first phone you remember were using. What did it look like? What feature did it have? How was it different from the phone you are using now? Describe your first phone in as much detail as possible.,"처음 사용했던 전화기를 기억한다면, 그 전화는 어떤 모습이었고, 어떤 기능이 있었는지, 지금 사용하는 전화와는 어떻게 달랐는지 최대한 자세히 이야기해 주세요.",comparison,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_PHO_N_C1_05.wav,2025-10-02 14:30:45.584+00,Aoede
166,COM_PHO_N_C1_06,공통형,일반,전화기,핸드폰 사용 중 문제 겪었던 경험과 해결 방법 설명하기,"Some features, applications, services on phones are easy to use, but you may have to get help from friends, family members or phone service providers for certain services: battery, applications, or other features. Tell me about a time when you had a problem using your phone. What was the problem and how did you get help to solve the situation?","휴대폰의 기능이나 앱, 서비스 중에 사용이 쉽지 않아 주변에 도움을 요청했던 경험이 있다면, 어떤 문제였고, 어떻게 해결했는지 구체적으로 말씀해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_PHO_N_C1_06.wav,2025-10-02 14:31:21.087+00,Aoede
167,COM_PHO_N_C1_07,공통형,일반,전화기,기억에 남는 전화 통화 경험 전체 설명하기,Can you tell me about a memorable phone conversation you had using your phone? Maybe your friend or your relative told you some exciting news. Maybe something funny happened while you were on the phone. Tell me about that story from beginning to end with all the details about why it was so memorable.,"전화로 기억에 남는 대화를 나눈 적이 있다면, 예를 들어 친구나 가족에게 좋은 소식을 들었다든지, 통화 중에 재미있는 일이 있었던 적 등, 그때 상황을 처음부터 끝까지 모두 말씀해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_PHO_N_C1_07.wav,2025-10-02 14:31:55.479+00,Aoede
168,COM_PHO_N_C1_08,공통형,일반,전화기,현재 핸드폰 선택 과정과 이유 설명하기,How did you choose the phone that you currently use? How did you hear about it? Did you do research? Tell me everything you can remember about your experience of choosing your phone from beginning to end.,"지금 쓰고 있는 휴대폰을 선택할 때 어떤 기준으로 고르셨는지, 어떤 경로로 알게 됐는지, 조사나 비교를 했는지 등, 휴대폰을 구입한 과정을 처음부터 끝까지 구체적으로 말씀해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_PHO_N_C1_08.wav,2025-10-02 14:32:21.546+00,Aoede
169,COM_GEO_N_C4_01,공통형,일반,지형,"인근 국가의 모습, 사람들, 전통 소개하기","Tell me a little bit about a country close to your own country. Tell me what the country looks like, about its people, and some of its traditions.","본인 나라와 가까운 나라에 대해 조금 이야기해 주세요. 그 나라는 어떤 모습이고, 사람들은 어떠며, 특별한 문화나 풍습이 있다면 말씀해 주세요.",description,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_GEO_N_C4_01.wav,2025-10-02 14:33:03.744+00,Aoede
